study,group,participant,item,response,word,onset,exact,acceptable,response_regex,match1,spelling,suggestion,suggestion_regex,match2,accuracy
210510_do,mandarin,dozh19,algae_02,because,because,bec,ause,because,\bbecause\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh19,algae_03,make,make,ma,ke,make,\bmake\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh19,algae_04,when,which,wh,ich,which,\bwhen\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh19,algae_05,need,need,ne,ed,need,\bneed\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh19,algae_06,breathe,breathe,bre,athe,breathe,\bbreathe\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh19,algae_07,seaweed,seaweed,sea,weed,seaweed,\bseaweed\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh19,algae_08,like,like,li,ke,like,\blike\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh19,algae_09,however,however,how,ever,however,\bhowever\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh19,algae_10,actuley,actually,actu,ally,actually,\bactuley\b,FALSE,FALSE,actuality,actuality,FALSE,FALSE
210510_do,mandarin,dozh19,algae_11,nother,nor,n,or,nor,\bnother\b,FALSE,FALSE,"c(""bother"", ""mother"", ""other"", ""another"", ""norther"", ""nether"", ""nosher"", ""pother"", ""n other"", ""not her"", ""not-her"")",\bbother\b|\bmother\b|\bother\b|\banother\b|\bnorther\b|\bnether\b|\bnosher\b|\bpother\b|\bn other\b|\bnot her\b|\bnot-her\b,FALSE,FALSE
210510_do,mandarin,dozh19,algae_12,insteat,instead,ins,tead,instead,\binsteat\b,FALSE,FALSE,"c(""instate"", ""instead"", ""ins teat"", ""ins-teat"", ""inst eat"", ""inst-eat"", ""instigate"", ""insensate"", ""instantiate"", ""intestate"")",\binstate\b|\binstead\b|\bins teat\b|\bins-teat\b|\binst eat\b|\binst-eat\b|\binstigate\b|\binsensate\b|\binstantiate\b|\bintestate\b,TRUE,TRUE
210510_do,mandarin,dozh19,algae_13,belong,belong,bel,ong,belong,\bbelong\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh19,algae_14,group,group,gr,oup,group,\bgroup\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh19,algae_15,calture,called,cal,led,called,\bcalture\b,FALSE,FALSE,"c(""culture"", ""capture"")",\bculture\b|\bcapture\b,FALSE,FALSE
210510_do,mandarin,dozh19,algae_16,these,there,th,ere,there,\bthese\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh19,algae_17,many,many,ma,ny,many,\bmany\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh19,algae_18,speed,species,spe,cies,species,\bspeed\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh19,algae_19,type,types,ty,pes,types,\btype\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh19,algae_20,more,most,mo,st,most,\bmore\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh19,algae_21,bodtom,bodies,bod,ies,bodies,\bbodtom\b,FALSE,FALSE,"c(""bottom"", ""bod tom"", ""bod-tom"", ""tomboy"")",\bbottom\b|\bbod tom\b|\bbod-tom\b|\btomboy\b,FALSE,FALSE
210510_do,mandarin,dozh19,algae_22,water,water,wa,ter,water,\bwater\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh19,algae_23,ocean,oceans,oce,ans,oceans,\bocean\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh19,algae_24,lake,lakes,la,kes,lakes,\blake\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh19,algae_25,pond,ponds,po,nds,ponds,\bpond\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh19,noise_26,generate,generated,gene,rated,generated,\bgenerate\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh19,noise_27,industrea,industrial,indus,trial,industrial,\bindustrea\b,FALSE,FALSE,"c(""industrial"", ""industrious"")",\bindustrial\b|\bindustrious\b,TRUE,TRUE
210510_do,mandarin,dozh19,noise_28,workplace,workplaces,workp,laces,workplaces,\bworkplace\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh19,noise_29,come,comes,co,mes,comes,\bcome\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh19,noise_30,highway,highway,hig,hway,highway,\bhighway\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh19,noise_31,airplane,airplane,airp,lane,airplane,\bairplane\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh19,noise_32,constrtion,construction,constr,uction,construction,\bconstrtion\b,FALSE,FALSE,"c(""constriction"", ""construction"", ""constitution"", ""constipation"")",\bconstriction\b|\bconstruction\b|\bconstitution\b|\bconstipation\b,TRUE,TRUE
210510_do,mandarin,dozh19,noise_33,more,more,mo,re,more,\bmore\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh19,noise_34,meme,mere,me,re,mere,\bmeme\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh19,noise_35,certen,certain,cer,tain,certain,\bcerten\b,FALSE,FALSE,"c(""center"", ""cert en"", ""cert-en"", ""cementer"", ""cert"")",\bcenter\b|\bcert en\b|\bcert-en\b|\bcementer\b|\bcert\b,FALSE,FALSE
210510_do,mandarin,dozh19,noise_36,duration,durations,dura,tions,durations,\bduration\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh19,noise_37,physical,physical,phys,ical,physical,\bphysical\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh19,noise_38,eardrum,eardrum,ear,drum,eardrum,\beardrum\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh19,noise_39,senses,sensitive,sens,itive,sensitive,\bsenses\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh19,noise_40,insidw,inner,in,ner,inner,\binsidw\b,FALSE,FALSE,inside,inside,FALSE,FALSE
210510_do,mandarin,dozh19,noise_41,resourse,result,res,ult,result,\bresourse\b,FALSE,FALSE,"c(""resource"", ""recourse"", ""ourselves"")",\bresource\b|\brecourse\b|\bourselves\b,FALSE,FALSE
210510_do,mandarin,dozh19,noise_42,tempture,temporary,temp,orary,temporary,\btempture\b,FALSE,FALSE,"c(""temperature"", ""tempter"")",\btemperature\b|\btempter\b,FALSE,FALSE
210510_do,mandarin,dozh19,noise_43,perment,permanent,perm,anent,permanent,\bperment\b,FALSE,FALSE,"c(""percent"", ""ferment"", ""permanent"", ""interment"", ""pentameter"")",\bpercent\b|\bferment\b|\bpermanent\b|\binterment\b|\bpentameter\b,TRUE,TRUE
210510_do,mandarin,dozh19,noise_44,additoinly,addition,addi,tion,addition,\badditoinly\b,FALSE,FALSE,additionally,additionally,FALSE,FALSE
210510_do,mandarin,dozh19,noise_45,raise,raise,ra,ise,raise,\braise\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh19,noise_46,pressor,pressure,pres,sure,pressure,\bpressor\b,FALSE,FALSE,"c(""presser"", ""press or"", ""press-or"", ""oppressor"", ""depressor"", ""suppressor"", ""espresso"")",\bpresser\b|\bpress or\b|\bpress-or\b|\boppressor\b|\bdepressor\b|\bsuppressor\b|\bespresso\b,FALSE,FALSE
210510_do,mandarin,dozh19,noise_47,anxioty,anxiety,anx,iety,anxiety,\banxioty\b,FALSE,FALSE,"c(""anxiety"", ""anxious"")",\banxiety\b|\banxious\b,TRUE,TRUE
210510_do,mandarin,dozh19,noise_48,mental,mental,men,tal,mental,\bmental\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh19,noise_49,inter,interfere,inte,rfere,interfere,\binter\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh19,noise_50,slow,sleep,sl,eep,sleep,\bslow\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh20,algae_01,very,very,ve,ry,very,\bvery\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,algae_02,becuase,because,bec,ause,because,\bbecuase\b,FALSE,FALSE,"c(""because"", ""barbecue"")",\bbecause\b|\bbarbecue\b,TRUE,TRUE
210510_do,mandarin,dozh20,algae_03,make,make,ma,ke,make,\bmake\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,algae_04,which,which,wh,ich,which,\bwhich\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,algae_05,need,need,ne,ed,need,\bneed\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,algae_06,breath,breathe,bre,athe,breathe,\bbreath\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh20,algae_07,seafood,seaweed,sea,weed,seaweed,\bseafood\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh20,algae_08,like,like,li,ke,like,\blike\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,algae_09,however,however,how,ever,however,\bhowever\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,algae_10,actual,actually,actu,ally,actually,\bactual\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh20,algae_11,nor,nor,n,or,nor,\bnor\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,algae_12,insides,instead,ins,tead,instead,\binsides\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh20,algae_13,belong,belong,bel,ong,belong,\bbelong\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,algae_14,group,group,gr,oup,group,\bgroup\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,algae_15,called,called,cal,led,called,\bcalled\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,algae_16,there,there,th,ere,there,\bthere\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,algae_17,many,many,ma,ny,many,\bmany\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,algae_18,species,species,spe,cies,species,\bspecies\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,algae_19,type,types,ty,pes,types,\btype\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh20,algae_20,more,most,mo,st,most,\bmore\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh20,algae_21,body,bodies,bod,ies,bodies,\bbody\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh20,algae_22,water,water,wa,ter,water,\bwater\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,algae_23,ocean,oceans,oce,ans,oceans,\bocean\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh20,algae_24,lakes,lakes,la,kes,lakes,\blakes\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,algae_25,pools,ponds,po,nds,ponds,\bpools\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh20,noise_26,general,generated,gene,rated,generated,\bgeneral\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh20,noise_27,industry,industrial,indus,trial,industrial,\bindustry\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh20,noise_28,workplaces,workplaces,workp,laces,workplaces,\bworkplaces\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,noise_29,common,comes,co,mes,comes,\bcommon\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh20,noise_30,highway,highway,hig,hway,highway,\bhighway\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,noise_31,airport,airplane,airp,lane,airplane,\bairport\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh20,noise_32,construct,construction,constr,uction,construction,\bconstruct\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh20,noise_33,more,more,mo,re,more,\bmore\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,noise_34,medical,mere,me,re,mere,\bmedical\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh20,noise_35,certain,certain,cer,tain,certain,\bcertain\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,noise_36,duration,durations,dura,tions,durations,\bduration\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh20,noise_37,physical,physical,phys,ical,physical,\bphysical\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,noise_38,ears,eardrum,ear,drum,eardrum,\bears\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh20,noise_39,sensitive,sensitive,sens,itive,sensitive,\bsensitive\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,noise_40,inside,inner,in,ner,inner,\binside\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh20,noise_41,result,result,res,ult,result,\bresult\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,noise_42,temporary,temporary,temp,orary,temporary,\btemporary\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,noise_43,permernant,permanent,perm,anent,permanent,\bpermernant\b,FALSE,FALSE,"c(""permanent"", ""pentameter"")",\bpermanent\b|\bpentameter\b,TRUE,TRUE
210510_do,mandarin,dozh20,noise_44,addition,addition,addi,tion,addition,\baddition\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,noise_45,raid,raise,ra,ise,raise,\braid\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh20,noise_46,presure,pressure,pres,sure,pressure,\bpresure\b,FALSE,FALSE,"c(""pressure"", ""presume"", ""pressurize"", ""suppress"", ""press"", ""pres"")",\bpressure\b|\bpresume\b|\bpressurize\b|\bsuppress\b|\bpress\b|\bpres\b,TRUE,TRUE
210510_do,mandarin,dozh20,noise_47,anxiety,anxiety,anx,iety,anxiety,\banxiety\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,noise_48,mental,mental,men,tal,mental,\bmental\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh20,noise_49,intention,interfere,inte,rfere,interfere,\bintention\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh20,noise_50,sleep,sleep,sl,eep,sleep,\bsleep\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,algae_01,very,very,ve,ry,very,\bvery\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,algae_02,because,because,bec,ause,because,\bbecause\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,algae_03,make,make,ma,ke,make,\bmake\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,algae_04,which,which,wh,ich,which,\bwhich\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,algae_05,need,need,ne,ed,need,\bneed\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,algae_06,breathe,breathe,bre,athe,breathe,\bbreathe\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,algae_07,seas,seaweed,sea,weed,seaweed,\bseas\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh21,algae_08,likes,like,li,ke,like,\blikes\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh21,algae_09,however,however,how,ever,however,\bhowever\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,algae_10,actually,actually,actu,ally,actually,\bactually\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,algae_11,nor,nor,n,or,nor,\bnor\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,algae_12,instead,instead,ins,tead,instead,\binstead\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,algae_13,belong,belong,bel,ong,belong,\bbelong\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,algae_14,grand,group,gr,oup,group,\bgrand\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh21,algae_15,called,called,cal,led,called,\bcalled\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,algae_16,they,there,th,ere,there,\bthey\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh21,algae_17,made,many,ma,ny,many,\bmade\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh21,algae_18,species,species,spe,cies,species,\bspecies\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,algae_19,typical,types,ty,pes,types,\btypical\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh21,algae_20,more,most,mo,st,most,\bmore\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh21,algae_21,boden,bodies,bod,ies,bodies,\bboden\b,FALSE,FALSE,"c(""boned"", ""bode"", ""bodes"", ""boded"", ""bod en"", ""bod-en"", ""bode n"", ""bounden"")",\bboned\b|\bbode\b|\bbodes\b|\bboded\b|\bbod en\b|\bbod-en\b|\bbode n\b|\bbounden\b,FALSE,FALSE
210510_do,mandarin,dozh21,algae_22,water,water,wa,ter,water,\bwater\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,algae_23,ocean,oceans,oce,ans,oceans,\bocean\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh21,algae_24,lake,lakes,la,kes,lakes,\blake\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh21,algae_25,ponds,ponds,po,nds,ponds,\bponds\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,noise_26,general,generated,gene,rated,generated,\bgeneral\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh21,noise_27,industries,industrial,indus,trial,industrial,\bindustries\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh21,noise_28,workplace,workplaces,workp,laces,workplaces,\bworkplace\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh21,noise_29,come,comes,co,mes,comes,\bcome\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh21,noise_30,highway,highway,hig,hway,highway,\bhighway\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,noise_31,airplane,airplane,airp,lane,airplane,\bairplane\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,noise_32,construction,construction,constr,uction,construction,\bconstruction\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,noise_33,more,more,mo,re,more,\bmore\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,noise_34,mere,mere,me,re,mere,\bmere\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,noise_35,certain,certain,cer,tain,certain,\bcertain\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,noise_36,duration,durations,dura,tions,durations,\bduration\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh21,noise_37,physical,physical,phys,ical,physical,\bphysical\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,noise_38,ears,eardrum,ear,drum,eardrum,\bears\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh21,noise_39,sensse,sensitive,sens,itive,sensitive,\bsensse\b,FALSE,FALSE,"c(""senses"", ""sense"", ""tenseness"", ""denseness"", ""lessen"", ""tense"")",\bsenses\b|\bsense\b|\btenseness\b|\bdenseness\b|\blessen\b|\btense\b,FALSE,FALSE
210510_do,mandarin,dozh21,noise_40,inner,inner,in,ner,inner,\binner\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,noise_41,rest,result,res,ult,result,\brest\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh21,noise_42,temporal,temporary,temp,orary,temporary,\btemporal\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh21,noise_43,perminal,permanent,perm,anent,permanent,\bperminal\b,FALSE,FALSE,"c(""terminal"", ""germinal"", ""perinatal"")",\bterminal\b|\bgerminal\b|\bperinatal\b,FALSE,FALSE
210510_do,mandarin,dozh21,noise_44,addition,addition,addi,tion,addition,\baddition\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,noise_45,radicate,raise,ra,ise,raise,\bradicate\b,FALSE,FALSE,"c(""radiate"", ""eradicate"", ""eradicator"", ""adjudicate"", ""predicate"", ""dedicate"")",\bradiate\b|\beradicate\b|\beradicator\b|\badjudicate\b|\bpredicate\b|\bdedicate\b,FALSE,FALSE
210510_do,mandarin,dozh21,noise_46,pressure,pressure,pres,sure,pressure,\bpressure\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,noise_47,anxiety,anxiety,anx,iety,anxiety,\banxiety\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,noise_48,mental,mental,men,tal,mental,\bmental\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh21,noise_49,intenal,interfere,inte,rfere,interfere,\bintenal\b,FALSE,FALSE,"c(""internal"", ""intentional"", ""intestinal"", ""antenatal"", ""intent"")",\binternal\b|\bintentional\b|\bintestinal\b|\bantenatal\b|\bintent\b,FALSE,FALSE
210510_do,mandarin,dozh21,noise_50,slivation,sleep,sl,eep,sleep,\bslivation\b,FALSE,FALSE,"c(""salivation"", ""titivation"", ""salvation"", ""activation"", ""validations"")",\bsalivation\b|\btitivation\b|\bsalvation\b|\bactivation\b|\bvalidations\b,FALSE,FALSE
210510_do,mandarin,dozh22,algae_01,vegen,very,ve,ry,very,\bvegen\b,FALSE,FALSE,"c(""veges"", ""vegan"", ""veg en"", ""veg-en"")",\bveges\b|\bvegan\b|\bveg en\b|\bveg-en\b,FALSE,FALSE
210510_do,mandarin,dozh22,algae_02,become,because,bec,ause,because,\bbecome\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh22,algae_03,may,make,ma,ke,make,\bmay\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh22,algae_04,what,which,wh,ich,which,\bwhat\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh22,algae_05,need,need,ne,ed,need,\bneed\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh22,algae_06,breath,breathe,bre,athe,breathe,\bbreath\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh22,algae_07,sead,seaweed,sea,weed,seaweed,\bsead\b,FALSE,FALSE,"c(""dead"", ""seas"", ""sea"", ""sad"", ""stead"", ""seed"", ""send"", ""sear"", ""read"", ""seat"", ""seal"", ""lead"", ""scad"", ""seam"", ""mead"")",\bdead\b|\bseas\b|\bsea\b|\bsad\b|\bstead\b|\bseed\b|\bsend\b|\bsear\b|\bread\b|\bseat\b|\bseal\b|\blead\b|\bscad\b|\bseam\b|\bmead\b,FALSE,FALSE
210510_do,mandarin,dozh22,algae_08,lion,like,li,ke,like,\blion\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh22,algae_09,however,however,how,ever,however,\bhowever\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh22,algae_10,actually,actually,actu,ally,actually,\bactually\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh22,algae_11,nor,nor,n,or,nor,\bnor\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh22,algae_12,instead,instead,ins,tead,instead,\binstead\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh22,algae_13,belong,belong,bel,ong,belong,\bbelong\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh22,algae_14,greet,group,gr,oup,group,\bgreet\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh22,algae_15,called,called,cal,led,called,\bcalled\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh22,algae_16,they,there,th,ere,there,\bthey\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh22,algae_17,magically,many,ma,ny,many,\bmagically\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh22,algae_18,special,species,spe,cies,species,\bspecial\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh22,algae_19,typical,types,ty,pes,types,\btypical\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh22,algae_20,more,most,mo,st,most,\bmore\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh22,algae_21,body,bodies,bod,ies,bodies,\bbody\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh22,algae_22,water,water,wa,ter,water,\bwater\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh22,algae_23,oceab,oceans,oce,ans,oceans,\boceab\b,FALSE,FALSE,ocean,ocean,TRUE,TRUE
210510_do,mandarin,dozh22,algae_24,lake,lakes,la,kes,lakes,\blake\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh22,algae_25,poem,ponds,po,nds,ponds,\bpoem\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh22,noise_26,generate,generated,gene,rated,generated,\bgenerate\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh22,noise_27,industrial,industrial,indus,trial,industrial,\bindustrial\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh22,noise_28,workplace,workplaces,workp,laces,workplaces,\bworkplace\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh22,noise_29,common,comes,co,mes,comes,\bcommon\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh22,noise_30,highway,highway,hig,hway,highway,\bhighway\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh22,noise_31,airplane,airplane,airp,lane,airplane,\bairplane\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh22,noise_32,construction,construction,constr,uction,construction,\bconstruction\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh22,noise_33,more,more,mo,re,more,\bmore\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh22,noise_34,memo,mere,me,re,mere,\bmemo\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh22,noise_35,certain,certain,cer,tain,certain,\bcertain\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,mandarin,dozh22,noise_36,duration,durations,dura,tions,durations,\bduration\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,mandarin,dozh22,noise_37,physical,physical,phys,ical,physical,\bphysical\b,TRUE,NA,NA,NA,NA,TRUE
